,,Wk,Date,Time,Team,Opponent,Goals,HomeGround,Avg_Age,%FPla,OppGlsAgst90,AvgGoalsScored_90,GlsRatio,tablePos,points
2019,78,12.0,2019-08-11,15:00,Klepp,Sandviken,2,1,25.0,0.24,1.2999999523162842,1.7999999523162842,1.899999976158142,2.0,48.0
2019,78,12.0,2019-08-11,15:00,Sandviken,Klepp,3,0,25.3,0.09999999999999998,1.0,1.899999976158142,1.399999976158142,4.0,39.0
2019,80,13.0,2019-08-17,14:00,LSK Kvinner,Vålerenga,2,1,25.3,0.050000000000000044,1.600000023841858,3.200000047683716,4.699999809265137,1.0,61.0
2019,80,13.0,2019-08-17,14:00,Vålerenga,LSK Kvinner,0,0,25.2,0.4,0.699999988079071,1.7000000476837158,1.100000023841858,6.0,33.0
2019,81,13.0,2019-08-17,14:00,Kolbotn,Arna-Bjørnar,0,1,21.8,0.0,1.2000000476837158,1.5,1.0,5.0,39.0
2019,81,13.0,2019-08-17,14:00,Arna-Bjørnar,Kolbotn,2,0,22.4,0.21999999999999997,1.600000023841858,2.4000000953674316,2.0,3.0,39.0
2019,82,13.0,2019-08-17,15:00,Fart,Lyn,2,1,21.9,0.09999999999999998,2.5,,,,
2019,82,13.0,2019-08-17,15:00,Lyn,Fart,2,0,20.1,0.0,,1.2000000476837158,0.5,11.0,12.0
2019,83,13.0,2019-08-17,15:00,Avaldsnes,Klepp,1,1,24.4,0.56,1.0,1.100000023841858,0.6000000238418579,9.0,21.0
2019,83,13.0,2019-08-17,15:00,Klepp,Avaldsnes,3,0,25.0,0.24,1.7000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,84,13.0,2019-08-17,15:00,Røa,Stabæk,2,1,22.9,0.040000000000000036,1.7000000476837158,1.899999976158142,1.0,7.0,32.0
2019,84,13.0,2019-08-17,15:00,Stabæk,Røa,1,0,24.7,0.13,1.899999976158142,1.2999999523162842,0.800000011920929,8.0,23.0
2019,85,13.0,2019-08-18,15:00,Sandviken,Trondheims-Ørn,1,1,25.3,0.09999999999999998,2.200000047683716,1.899999976158142,1.399999976158142,4.0,39.0
2019,85,13.0,2019-08-18,15:00,Trondheims-Ørn,Sandviken,0,0,21.9,0.050000000000000044,1.2999999523162842,1.100000023841858,0.5,10.0,18.0
2019,87,14.0,2019-08-24,13:00,Klepp,Kolbotn,3,1,25.0,0.24,1.600000023841858,1.7999999523162842,1.899999976158142,2.0,48.0
2019,87,14.0,2019-08-24,13:00,Kolbotn,Klepp,0,0,21.8,0.0,1.0,1.5,1.0,5.0,39.0
2019,88,14.0,2019-08-24,14:00,Trondheims-Ørn,Fart,3,1,21.9,0.050000000000000044,,1.100000023841858,0.5,10.0,18.0
2019,88,14.0,2019-08-24,14:00,Fart,Trondheims-Ørn,0,0,21.9,0.09999999999999998,2.200000047683716,,,,
2019,89,14.0,2019-08-24,14:00,Avaldsnes,Røa,1,1,24.4,0.56,1.899999976158142,1.100000023841858,0.6000000238418579,9.0,21.0
2019,89,14.0,2019-08-24,14:00,Røa,Avaldsnes,0,0,22.9,0.040000000000000036,1.7000000476837158,1.899999976158142,1.0,7.0,32.0
2019,90,14.0,2019-08-24,15:00,Stabæk,Sandviken,0,1,24.7,0.13,1.2999999523162842,1.2999999523162842,0.800000011920929,8.0,23.0
2019,90,14.0,2019-08-24,15:00,Sandviken,Stabæk,2,0,25.3,0.09999999999999998,1.7000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,91,14.0,2019-08-25,13:00,Lyn,Vålerenga,1,1,20.1,0.0,1.600000023841858,1.2000000476837158,0.5,11.0,12.0
2019,91,14.0,2019-08-25,13:00,Vålerenga,Lyn,2,0,25.2,0.4,2.5,1.7000000476837158,1.100000023841858,6.0,33.0
2019,92,14.0,2019-08-25,15:00,Arna-Bjørnar,LSK Kvinner,1,1,22.4,0.21999999999999997,0.699999988079071,2.4000000953674316,2.0,3.0,39.0
2019,92,14.0,2019-08-25,15:00,LSK Kvinner,Arna-Bjørnar,3,0,25.3,0.050000000000000044,1.2000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,94,15.0,2019-09-07,14:00,LSK Kvinner,Trondheims-Ørn,2,1,25.3,0.050000000000000044,2.200000047683716,3.200000047683716,4.699999809265137,1.0,61.0
2019,94,15.0,2019-09-07,14:00,Trondheims-Ørn,LSK Kvinner,0,0,21.9,0.050000000000000044,0.699999988079071,1.100000023841858,0.5,10.0,18.0
2019,95,15.0,2019-09-07,15:00,Vålerenga,Klepp,4,1,25.2,0.4,1.0,1.7000000476837158,1.100000023841858,6.0,33.0
2019,95,15.0,2019-09-07,15:00,Klepp,Vålerenga,0,0,25.0,0.24,1.600000023841858,1.7999999523162842,1.899999976158142,2.0,48.0
2019,96,15.0,2019-09-07,15:00,Fart,Avaldsnes,0,1,21.9,0.09999999999999998,1.7000000476837158,,,,
2019,96,15.0,2019-09-07,15:00,Avaldsnes,Fart,3,0,24.4,0.56,,1.100000023841858,0.6000000238418579,9.0,21.0
2019,97,15.0,2019-09-07,15:00,Arna-Bjørnar,Stabæk,2,1,22.4,0.21999999999999997,1.7000000476837158,2.4000000953674316,2.0,3.0,39.0
2019,97,15.0,2019-09-07,15:00,Stabæk,Arna-Bjørnar,2,0,24.7,0.13,1.2000000476837158,1.2999999523162842,0.800000011920929,8.0,23.0
2019,98,15.0,2019-09-07,16:00,Lyn,Sandviken,1,1,20.1,0.0,1.2999999523162842,1.2000000476837158,0.5,11.0,12.0
2019,98,15.0,2019-09-07,16:00,Sandviken,Lyn,1,0,25.3,0.09999999999999998,2.5,1.899999976158142,1.399999976158142,4.0,39.0
2019,99,15.0,2019-09-09,18:00,Kolbotn,Røa,4,1,21.8,0.0,1.899999976158142,1.5,1.0,5.0,39.0
2019,99,15.0,2019-09-09,18:00,Røa,Kolbotn,4,0,22.9,0.040000000000000036,1.600000023841858,1.899999976158142,1.0,7.0,32.0
2019,101,16.0,2019-09-14,14:00,Røa,Arna-Bjørnar,6,1,22.9,0.040000000000000036,1.2000000476837158,1.899999976158142,1.0,7.0,32.0
2019,101,16.0,2019-09-14,14:00,Arna-Bjørnar,Røa,1,0,22.4,0.21999999999999997,1.899999976158142,2.4000000953674316,2.0,3.0,39.0
2019,102,16.0,2019-09-14,14:00,Sandviken,Vålerenga,3,1,25.3,0.09999999999999998,1.600000023841858,1.899999976158142,1.399999976158142,4.0,39.0
2019,102,16.0,2019-09-14,14:00,Vålerenga,Sandviken,4,0,25.2,0.4,1.2999999523162842,1.7000000476837158,1.100000023841858,6.0,33.0
2019,103,16.0,2019-09-14,15:00,Avaldsnes,Kolbotn,2,1,24.4,0.56,1.600000023841858,1.100000023841858,0.6000000238418579,9.0,21.0
2019,103,16.0,2019-09-14,15:00,Kolbotn,Avaldsnes,1,0,21.8,0.0,1.7000000476837158,1.5,1.0,5.0,39.0
2019,104,16.0,2019-09-14,15:00,Stabæk,Fart,3,1,24.7,0.13,,1.2999999523162842,0.800000011920929,8.0,23.0
2019,104,16.0,2019-09-14,15:00,Fart,Stabæk,0,0,21.9,0.09999999999999998,1.7000000476837158,,,,
2019,105,16.0,2019-09-14,15:00,Trondheims-Ørn,Lyn,1,1,21.9,0.050000000000000044,2.5,1.100000023841858,0.5,10.0,18.0
2019,105,16.0,2019-09-14,15:00,Lyn,Trondheims-Ørn,1,0,20.1,0.0,2.200000047683716,1.2000000476837158,0.5,11.0,12.0
2019,106,16.0,2019-09-15,17:00,Klepp,LSK Kvinner,1,1,25.0,0.24,0.699999988079071,1.7999999523162842,1.899999976158142,2.0,48.0
2019,106,16.0,2019-09-15,17:00,LSK Kvinner,Klepp,1,0,25.3,0.050000000000000044,1.0,3.200000047683716,4.699999809265137,1.0,61.0
2019,108,10.0,2019-09-18,17:15,Lyn,Avaldsnes,2,1,20.1,0.0,1.7000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,108,10.0,2019-09-18,17:15,Avaldsnes,Lyn,3,0,24.4,0.56,2.5,1.100000023841858,0.6000000238418579,9.0,21.0
2019,109,10.0,2019-09-18,17:30,Trondheims-Ørn,LSK Kvinner,0,1,21.9,0.050000000000000044,0.699999988079071,1.100000023841858,0.5,10.0,18.0
2019,109,10.0,2019-09-18,17:30,LSK Kvinner,Trondheims-Ørn,3,0,25.3,0.050000000000000044,2.200000047683716,3.200000047683716,4.699999809265137,1.0,61.0
2019,110,10.0,2019-09-18,19:00,Stabæk,Kolbotn,2,1,24.7,0.13,1.600000023841858,1.2999999523162842,0.800000011920929,8.0,23.0
2019,110,10.0,2019-09-18,19:00,Kolbotn,Stabæk,0,0,21.8,0.0,1.7000000476837158,1.5,1.0,5.0,39.0
2019,112,17.0,2019-09-21,15:00,Lyn,Klepp,2,1,20.1,0.0,1.0,1.2000000476837158,0.5,11.0,12.0
2019,112,17.0,2019-09-21,15:00,Klepp,Lyn,1,0,25.0,0.24,2.5,1.7999999523162842,1.899999976158142,2.0,48.0
2019,113,17.0,2019-09-21,15:00,Vålerenga,Trondheims-Ørn,3,1,25.2,0.4,2.200000047683716,1.7000000476837158,1.100000023841858,6.0,33.0
2019,113,17.0,2019-09-21,15:00,Trondheims-Ørn,Vålerenga,1,0,21.9,0.050000000000000044,1.600000023841858,1.100000023841858,0.5,10.0,18.0
2019,114,17.0,2019-09-21,15:00,Fart,Røa,1,1,21.9,0.09999999999999998,1.899999976158142,,,,
2019,114,17.0,2019-09-21,15:00,Røa,Fart,1,0,22.9,0.040000000000000036,,1.899999976158142,1.0,7.0,32.0
2019,115,17.0,2019-09-21,15:00,Arna-Bjørnar,Avaldsnes,0,1,22.4,0.21999999999999997,1.7000000476837158,2.4000000953674316,2.0,3.0,39.0
2019,115,17.0,2019-09-21,15:00,Avaldsnes,Arna-Bjørnar,2,0,24.4,0.56,1.2000000476837158,1.100000023841858,0.6000000238418579,9.0,21.0
2019,116,17.0,2019-09-21,15:00,Kolbotn,Stabæk,3,1,21.8,0.0,1.7000000476837158,1.5,1.0,5.0,39.0
2019,116,17.0,2019-09-21,15:00,Stabæk,Kolbotn,2,0,24.7,0.13,1.600000023841858,1.2999999523162842,0.800000011920929,8.0,23.0
2019,117,17.0,2019-09-21,17:00,LSK Kvinner,Sandviken,2,1,25.3,0.050000000000000044,1.2999999523162842,3.200000047683716,4.699999809265137,1.0,61.0
2019,117,17.0,2019-09-21,17:00,Sandviken,LSK Kvinner,0,0,25.3,0.09999999999999998,0.699999988079071,1.899999976158142,1.399999976158142,4.0,39.0
2019,119,10.0,2019-09-25,16:00,Arna-Bjørnar,Røa,2,1,22.4,0.21999999999999997,1.899999976158142,2.4000000953674316,2.0,3.0,39.0
2019,119,10.0,2019-09-25,16:00,Røa,Arna-Bjørnar,2,0,22.9,0.040000000000000036,1.2000000476837158,1.899999976158142,1.0,7.0,32.0
2019,120,10.0,2019-09-25,17:00,Klepp,Fart,4,1,25.0,0.24,,1.7999999523162842,1.899999976158142,2.0,48.0
2019,120,10.0,2019-09-25,17:00,Fart,Klepp,0,0,21.9,0.09999999999999998,1.0,,,,
2019,122,18.0,2019-09-28,15:00,Stabæk,Vålerenga,1,1,24.7,0.13,1.600000023841858,1.2999999523162842,0.800000011920929,8.0,23.0
2019,122,18.0,2019-09-28,15:00,Vålerenga,Stabæk,3,0,25.2,0.4,1.7000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,123,18.0,2019-09-28,15:00,Avaldsnes,Lyn,3,1,24.4,0.56,2.5,1.100000023841858,0.6000000238418579,9.0,21.0
2019,123,18.0,2019-09-28,15:00,Lyn,Avaldsnes,1,0,20.1,0.0,1.7000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,124,18.0,2019-09-29,15:00,Klepp,Trondheims-Ørn,2,1,25.0,0.24,2.200000047683716,1.7999999523162842,1.899999976158142,2.0,48.0
2019,124,18.0,2019-09-29,15:00,Trondheims-Ørn,Klepp,3,0,21.9,0.050000000000000044,1.0,1.100000023841858,0.5,10.0,18.0
2019,125,18.0,2019-09-29,15:00,Røa,LSK Kvinner,0,1,22.9,0.040000000000000036,0.699999988079071,1.899999976158142,1.0,7.0,32.0
2019,125,18.0,2019-09-29,15:00,LSK Kvinner,Røa,1,0,25.3,0.050000000000000044,1.899999976158142,3.200000047683716,4.699999809265137,1.0,61.0
2019,126,18.0,2019-09-29,16:30,Sandviken,Arna-Bjørnar,2,1,25.3,0.09999999999999998,1.2000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,126,18.0,2019-09-29,16:30,Arna-Bjørnar,Sandviken,0,0,22.4,0.21999999999999997,1.2999999523162842,2.4000000953674316,2.0,3.0,39.0
2019,128,19.0,2019-10-12,13:00,Trondheims-Ørn,Kolbotn,4,1,21.9,0.050000000000000044,1.600000023841858,1.100000023841858,0.5,10.0,18.0
2019,128,19.0,2019-10-12,13:00,Kolbotn,Trondheims-Ørn,0,0,21.8,0.0,2.200000047683716,1.5,1.0,5.0,39.0
2019,129,19.0,2019-10-12,14:00,LSK Kvinner,Avaldsnes,2,1,25.3,0.050000000000000044,1.7000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,129,19.0,2019-10-12,14:00,Avaldsnes,LSK Kvinner,1,0,24.4,0.56,0.699999988079071,1.100000023841858,0.6000000238418579,9.0,21.0
2019,130,19.0,2019-10-12,14:00,Klepp,Stabæk,5,1,25.0,0.24,1.7000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,130,19.0,2019-10-12,14:00,Stabæk,Klepp,0,0,24.7,0.13,1.0,1.2999999523162842,0.800000011920929,8.0,23.0
2019,131,19.0,2019-10-12,15:00,Vålerenga,Røa,1,1,25.2,0.4,1.899999976158142,1.7000000476837158,1.100000023841858,6.0,33.0
2019,131,19.0,2019-10-12,15:00,Røa,Vålerenga,1,0,22.9,0.040000000000000036,1.600000023841858,1.899999976158142,1.0,7.0,32.0
2019,132,19.0,2019-10-12,15:00,Sandviken,Fart,2,1,25.3,0.09999999999999998,,1.899999976158142,1.399999976158142,4.0,39.0
2019,132,19.0,2019-10-12,15:00,Fart,Sandviken,0,0,21.9,0.09999999999999998,1.2999999523162842,,,,
2019,133,19.0,2019-10-13,14:00,Lyn,Arna-Bjørnar,4,1,20.1,0.0,1.2000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,133,19.0,2019-10-13,14:00,Arna-Bjørnar,Lyn,5,0,22.4,0.21999999999999997,2.5,2.4000000953674316,2.0,3.0,39.0
2019,135,18.0,2019-10-15,13:00,Kolbotn,Fart,4,1,21.8,0.0,,1.5,1.0,5.0,39.0
2019,135,18.0,2019-10-15,13:00,Fart,Kolbotn,0,0,21.9,0.09999999999999998,1.600000023841858,,,,
2019,137,20.0,2019-10-19,15:00,Avaldsnes,Sandviken,3,1,24.4,0.56,1.2999999523162842,1.100000023841858,0.6000000238418579,9.0,21.0
2019,137,20.0,2019-10-19,15:00,Sandviken,Avaldsnes,2,0,25.3,0.09999999999999998,1.7000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,138,20.0,2019-10-19,15:00,Stabæk,Lyn,1,1,24.7,0.13,2.5,1.2999999523162842,0.800000011920929,8.0,23.0
2019,138,20.0,2019-10-19,15:00,Lyn,Stabæk,0,0,20.1,0.0,1.7000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,139,20.0,2019-10-19,15:00,Røa,Klepp,1,1,22.9,0.040000000000000036,1.0,1.899999976158142,1.0,7.0,32.0
2019,139,20.0,2019-10-19,15:00,Klepp,Røa,4,0,25.0,0.24,1.899999976158142,1.7999999523162842,1.899999976158142,2.0,48.0
2019,140,20.0,2019-10-19,15:00,Fart,Vålerenga,0,1,21.9,0.09999999999999998,1.600000023841858,,,,
2019,140,20.0,2019-10-19,15:00,Vålerenga,Fart,1,0,25.2,0.4,,1.7000000476837158,1.100000023841858,6.0,33.0
2019,141,20.0,2019-10-20,14:00,Arna-Bjørnar,Trondheims-Ørn,0,1,22.4,0.21999999999999997,2.200000047683716,2.4000000953674316,2.0,3.0,39.0
2019,141,20.0,2019-10-20,14:00,Trondheims-Ørn,Arna-Bjørnar,0,0,21.9,0.050000000000000044,1.2000000476837158,1.100000023841858,0.5,10.0,18.0
2019,142,20.0,2019-10-20,15:00,Kolbotn,LSK Kvinner,2,1,21.8,0.0,0.699999988079071,1.5,1.0,5.0,39.0
2019,142,20.0,2019-10-20,15:00,LSK Kvinner,Kolbotn,2,0,25.3,0.050000000000000044,1.600000023841858,3.200000047683716,4.699999809265137,1.0,61.0
2019,144,21.0,2019-11-02,13:00,Sandviken,Kolbotn,2,1,25.3,0.09999999999999998,1.600000023841858,1.899999976158142,1.399999976158142,4.0,39.0
2019,144,21.0,2019-11-02,13:00,Kolbotn,Sandviken,2,0,21.8,0.0,1.2999999523162842,1.5,1.0,5.0,39.0
2019,145,21.0,2019-11-02,13:00,Klepp,Arna-Bjørnar,4,1,25.0,0.24,1.2000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,145,21.0,2019-11-02,13:00,Arna-Bjørnar,Klepp,0,0,22.4,0.21999999999999997,1.0,2.4000000953674316,2.0,3.0,39.0
2019,146,21.0,2019-11-02,13:00,Lyn,Røa,1,1,20.1,0.0,1.899999976158142,1.2000000476837158,0.5,11.0,12.0
2019,146,21.0,2019-11-02,13:00,Røa,Lyn,1,0,22.9,0.040000000000000036,2.5,1.899999976158142,1.0,7.0,32.0
2019,147,21.0,2019-11-02,13:00,Trondheims-Ørn,Stabæk,3,1,21.9,0.050000000000000044,1.7000000476837158,1.100000023841858,0.5,10.0,18.0
2019,147,21.0,2019-11-02,13:00,Stabæk,Trondheims-Ørn,1,0,24.7,0.13,2.200000047683716,1.2999999523162842,0.800000011920929,8.0,23.0
2019,148,21.0,2019-11-02,13:00,LSK Kvinner,Fart,1,1,25.3,0.050000000000000044,,3.200000047683716,4.699999809265137,1.0,61.0
2019,148,21.0,2019-11-02,13:00,Fart,LSK Kvinner,2,0,21.9,0.09999999999999998,0.699999988079071,,,,
2019,149,21.0,2019-11-02,13:00,Vålerenga,Avaldsnes,1,1,25.2,0.4,1.7000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,149,21.0,2019-11-02,13:00,Avaldsnes,Vålerenga,1,0,24.4,0.56,1.600000023841858,1.100000023841858,0.6000000238418579,9.0,21.0
2019,151,22.0,2019-11-16,13:00,Avaldsnes,Trondheims-Ørn,0,1,24.4,0.56,2.200000047683716,1.100000023841858,0.6000000238418579,9.0,21.0
2019,151,22.0,2019-11-16,13:00,Trondheims-Ørn,Avaldsnes,1,0,21.9,0.050000000000000044,1.7000000476837158,1.100000023841858,0.5,10.0,18.0
2019,152,22.0,2019-11-16,13:00,Røa,Sandviken,2,1,22.9,0.040000000000000036,1.2999999523162842,1.899999976158142,1.0,7.0,32.0
2019,152,22.0,2019-11-16,13:00,Sandviken,Røa,2,0,25.3,0.09999999999999998,1.899999976158142,1.899999976158142,1.399999976158142,4.0,39.0
2019,153,22.0,2019-11-16,13:00,Stabæk,LSK Kvinner,2,1,24.7,0.13,0.699999988079071,1.2999999523162842,0.800000011920929,8.0,23.0
2019,153,22.0,2019-11-16,13:00,LSK Kvinner,Stabæk,2,0,25.3,0.050000000000000044,1.7000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,154,22.0,2019-11-16,13:00,Kolbotn,Lyn,0,1,21.8,0.0,2.5,1.5,1.0,5.0,39.0
2019,154,22.0,2019-11-16,13:00,Lyn,Kolbotn,0,0,20.1,0.0,1.600000023841858,1.2000000476837158,0.5,11.0,12.0
2019,155,22.0,2019-11-16,13:00,Arna-Bjørnar,Vålerenga,0,1,22.4,0.21999999999999997,1.600000023841858,2.4000000953674316,2.0,3.0,39.0
2019,155,22.0,2019-11-16,13:00,Vålerenga,Arna-Bjørnar,2,0,25.2,0.4,1.2000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,156,22.0,2019-11-16,13:00,Fart,Klepp,1,1,21.9,0.09999999999999998,1.0,,,,
2019,156,22.0,2019-11-16,13:00,Klepp,Fart,6,0,25.0,0.24,,1.7999999523162842,1.899999976158142,2.0,48.0
2019,158,,2019-11-24,16:00,IF Fløya,Lyn,0,1,,,2.5,,,,
2019,158,,2019-11-24,16:00,Lyn,IF Fløya,5,0,20.1,0.0,,1.2000000476837158,0.5,11.0,12.0
2019,159,,2019-12-01,12:00,Lyn,IF Fløya,2,1,20.1,0.0,,1.2000000476837158,0.5,11.0,12.0
2019,159,,2019-12-01,12:00,IF Fløya,Lyn,1,0,,,2.5,,,,
